"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","281","Login with correct email and password","LMS service","Thu Mar 26 19:34:12 UTC 2026","passed","Thu Mar 26 19:34:12 UTC 2026","Login","Authentication","",""
