"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","283","Login with correct email and password","LMS service","Thu Mar 26 20:49:44 UTC 2026","passed","Thu Mar 26 20:49:44 UTC 2026","Login","Authentication","",""
